"","ID","Name","State","avg_temp","anomaly_1901.2000","Rank","Mean_1901.2000","fips"
"1872","NC-031","Carteret County","North Carolina","64.6","2.2",123,62.3,36083
"1873","NC-033","Caswell County","North Carolina","59.2","1.5",121,57.6,36085
"1874","NC-035","Catawba County","North Carolina","59.8","1.9",121,57.9,36087
"1875","NC-037","Chatham County","North Carolina","61","1.9",121,59.1,36089
"1876","NC-039","Cherokee County","North Carolina","56.9","1.1",120,55.8,36091
"1877","NC-041","Chowan County","North Carolina","62.3","2.6",121,59.8,36093
"1878","NC-043","Clay County","North Carolina","55.9","1.7",121,54.2,36095
"1879","NC-045","Cleveland County","North Carolina","60.2","1.7",121,58.5,36097
"1880","NC-047","Columbus County","North Carolina","64","1.9",122,62.1,36099
"1881","NC-049","Craven County","North Carolina","63.4","2.2",122,61.3,36101
"1882","NC-051","Cumberland County","North Carolina","63.3","2.1",122,61.1,36103
"1883","NC-053","Currituck County","North Carolina","62","2.6",121,59.4,36105
"1884","NC-055","Dare County","North Carolina","63","1.9",121,61.2,36107
"1885","NC-057","Davidson County","North Carolina","59.9","1.9",121,58,36109
"1886","NC-059","Davie County","North Carolina","59.5","2.2",122,57.3,36111
"1887","NC-061","Duplin County","North Carolina","62.7","1.7",122,61,36113
"1888","NC-063","Durham County","North Carolina","60.3","2",121,58.3,36115
"1889","NC-065","Edgecombe County","North Carolina","61.6","2",121,59.5,36117
"1890","NC-067","Forsyth County","North Carolina","59.3","2.2",122,57,36119
"1891","NC-069","Franklin County","North Carolina","60.7","2.4",121,58.3,36121
"1892","NC-071","Gaston County","North Carolina","61.5","2.6",122,58.9,36123
"1893","NC-073","Gates County","North Carolina","61.1","2.2",121,59,37001
"1894","NC-075","Graham County","North Carolina","54.9","1.3",121,53.6,37003
"1895","NC-077","Granville County","North Carolina","59.8","2.4",121,57.4,37005
"1896","NC-079","Greene County","North Carolina","62.4","1.9",122,60.5,37007
"1897","NC-081","Guilford County","North Carolina","59.6","1.9",121,57.7,37009
"1898","NC-083","Halifax County","North Carolina","60.9","2.3",122,58.6,37011
"1899","NC-085","Harnett County","North Carolina","62.4","2.1",122,60.3,37013
"1900","NC-087","Haywood County","North Carolina","52","1.6",121,50.4,37015
"1901","NC-089","Henderson County","North Carolina","56.2","1.6",122,54.6,37017
"1902","NC-091","Hertford County","North Carolina","60.9","2",121,58.9,37019
"1903","NC-093","Hoke County","North Carolina","63.2","2.5",122,60.7,37021
"1904","NC-095","Hyde County","North Carolina","63.9","2.2",123,61.7,37023
"1905","NC-097","Iredell County","North Carolina","59.6","2.1",121,57.5,37025
"1906","NC-099","Jackson County","North Carolina","53.5","1.6",122,51.9,37027
"1907","NC-101","Johnston County","North Carolina","62.3","2.2",122,60.2,37029
"1908","NC-103","Jones County","North Carolina","63.1","2.1",123,61,37031
"1909","NC-105","Lee County","North Carolina","61.8","2.1",121,59.7,37033
"1910","NC-107","Lenoir County","North Carolina","62.5","1.8",122,60.8,37035
"1911","NC-109","Lincoln County","North Carolina","60.5","2.3",122,58.3,37037
"1912","NC-111","McDowell County","North Carolina","57.7","1.9",121,55.8,37039
"1913","NC-113","Macon County","North Carolina","54.8","1.8",122,53,37041
"1914","NC-115","Madison County","North Carolina","55.7","1.9",122,53.8,37043
"1915","NC-117","Martin County","North Carolina","62.2","2.3",122,59.8,37045
"1916","NC-119","Mecklenburg County","North Carolina","61.8","2.4",122,59.4,37047
"1917","NC-121","Mitchell County","North Carolina","52.4","1.7",121,50.6,37049
"1918","NC-123","Montgomery County","North Carolina","62.1","2.3",120,59.8,37051
"1919","NC-125","Moore County","North Carolina","62.4","2.5",122,59.9,37053
"1920","NC-127","Nash County","North Carolina","61.1","2.2",121,58.8,37055
"1921","NC-129","New Hanover County","North Carolina","64.7","2.3",121,62.4,37057
"1922","NC-131","Northampton County","North Carolina","60.6","2.1",121,58.5,37059
"1923","NC-133","Onslow County","North Carolina","63.8","2.2",122,61.6,37061
"1924","NC-135","Orange County","North Carolina","59.8","1.9",121,57.9,37063
"1925","NC-137","Pamlico County","North Carolina","64","2",122,62,37065
"1926","NC-139","Pasquotank County","North Carolina","62.1","2.7",121,59.4,37067
"1927","NC-141","Pender County","North Carolina","63.9","2.1",122,61.7,37069
"1928","NC-143","Perquimans County","North Carolina","62.2","2.6",122,59.5,37071
"1929","NC-145","Person County","North Carolina","59.1","2",121,57,37073
"1930","NC-147","Pitt County","North Carolina","62.6","2",122,60.5,37075
"1931","NC-149","Polk County","North Carolina","59.7","1.4",120,58.3,37077
"1932","NC-151","Randolph County","North Carolina","60.5","1.7",121,58.7,37079
"1933","NC-153","Richmond County","North Carolina","63.3","2.6",121,60.7,37081
"1934","NC-155","Robeson County","North Carolina","63.9","2.2",121,61.7,37083
"1935","NC-157","Rockingham County","North Carolina","59.2","1.8",121,57.4,37085
"1936","NC-159","Rowan County","North Carolina","60.2","1.9",122,58.3,37087
"1937","NC-161","Rutherford County","North Carolina","59.9","1.6",121,58.3,37089
"1938","NC-163","Sampson County","North Carolina","62.8","1.8",122,61,37091
"1939","NC-165","Scotland County","North Carolina","63.7","2.7",122,61,37093
"1940","NC-167","Stanly County","North Carolina","61.9","1.9",122,60,37095
"1941","NC-169","Stokes County","North Carolina","58.7","2.3",122,56.4,37097
"1942","NC-171","Surry County","North Carolina","57.8","2.3",121,55.5,37099
"1943","NC-173","Swain County","North Carolina","52.9","1.3",121,51.6,37101
"1944","NC-175","Transylvania County","North Carolina","55.2","1.9",122,53.3,37103
"1945","NC-177","Tyrrell County","North Carolina","63.1","2.4",122,60.7,37105
"1946","NC-179","Union County","North Carolina","62.3","2.2",122,60.1,37107
"1947","NC-181","Vance County","North Carolina","60.1","2.6",121,57.5,37109
"1948","NC-183","Wake County","North Carolina","61.2","2.1",121,59.2,37111
"1949","NC-185","Warren County","North Carolina","60.4","2.6",122,57.8,37113
"1950","NC-187","Washington County","North Carolina","62.7","2.6",122,60.2,37115
"1951","NC-189","Watauga County","North Carolina","52","2",121,50,37117
"1952","NC-191","Wayne County","North Carolina","62.6","2",123,60.6,37119
"1953","NC-193","Wilkes County","North Carolina","57.9","2.2",121,55.7,37121
"1954","NC-195","Wilson County","North Carolina","62","2.1",121,59.9,37123
"1955","NC-197","Yadkin County","North Carolina","58.8","2.3",122,56.5,37125
"1956","NC-199","Yancey County","North Carolina","52.2","1.8",121,50.4,37127
"1957","ND-001","Adams County","North Dakota","42.7","1.4",97,41.4,37129
"1958","ND-003","Barnes County","North Dakota","41","1.4",103,39.6,37131
"1959","ND-005","Benson County","North Dakota","39.6","1.8",107,37.8,37133
"1960","ND-007","Billings County","North Dakota","42.6","1.2",97,41.4,37135
"1961","ND-009","Bottineau County","North Dakota","39.2","1.4",100,37.7,37137
"1962","ND-011","Bowman County","North Dakota","43.1","1.1",97,41.9,37139
"1963","ND-013","Burke County","North Dakota","38.6","1.1",89,37.6,37141
"1964","ND-015","Burleigh County","North Dakota","41.7","1.6",107,40.1,37143
"1965","ND-017","Cass County","North Dakota","41.4","1",91,40.4,37145
"1966","ND-019","Cavalier County","North Dakota","37.9","1.8",109,36,37147
"1967","ND-021","Dickey County","North Dakota","41.9","0.8",92,41,37149
"1968","ND-023","Divide County","North Dakota","39.4","1.6",101,37.8,37151
"1969","ND-025","Dunn County","North Dakota","42.1","1.4",103,40.7,37153
"1970","ND-027","Eddy County","North Dakota","40","1.5",99,38.5,37155
"1971","ND-029","Emmons County","North Dakota","42.2","0.9",92,41.3,37157
"1972","ND-031","Foster County","North Dakota","40.2","1.3",98,38.9,37159
"1973","ND-033","Golden Valley County","North Dakota","42.7","0.9",89,41.8,37161
"1974","ND-035","Grand Forks County","North Dakota","40","1.1",91,38.9,37163
"1975","ND-037","Grant County","North Dakota","42.6","1.2",97,41.4,37165
"1976","ND-039","Griggs County","North Dakota","39.8","1.4",103,38.5,37167
"1977","ND-041","Hettinger County","North Dakota","42.3","1.3",94,41,37169
"1978","ND-043","Kidder County","North Dakota","40.7","1.3",102,39.4,37171
"1979","ND-045","LaMoure County","North Dakota","41.7","1.2",98,40.6,37173
"1980","ND-047","Logan County","North Dakota","41","1.1",94,39.9,37175
"1981","ND-049","McHenry County","North Dakota","40.4","1.4",101,39,37177
"1982","ND-051","McIntosh County","North Dakota","41.1","0.8",89,40.4,37179
"1983","ND-053","McKenzie County","North Dakota","42.1","1.5",99,40.6,37181
"1984","ND-055","McLean County","North Dakota","41.6","1.6",107,40,37183
"1985","ND-057","Mercer County","North Dakota","42.1","1.3",99,40.8,37185
"1986","ND-059","Morton County","North Dakota","42.3","1.3",99,41,37187
"1987","ND-061","Mountrail County","North Dakota","40.2","1.4",103,38.8,37189
"1988","ND-063","Nelson County","North Dakota","39.1","1.4",104,37.7,37191
"1989","ND-065","Oliver County","North Dakota","41.9","1",93,40.8,37193
"1990","ND-067","Pembina County","North Dakota","39.6","2.2",111,37.4,37195
"1991","ND-069","Pierce County","North Dakota","39.3","1.8",105,37.6,37197
"1992","ND-071","Ramsey County","North Dakota","39.1","1.6",108,37.5,37199
"1993","ND-073","Ransom County","North Dakota","41.7","0.8",85,40.9,38001
"1994","ND-075","Renville County","North Dakota","39.7","1.2",92,38.5,38003
"1995","ND-077","Richland County","North Dakota","42.4","1.1",92,41.3,38005
"1996","ND-079","Rolette County","North Dakota","38","2",110,36,38007
"1997","ND-081","Sargent County","North Dakota","41.8","0.5",75,41.3,38009
"1998","ND-083","Sheridan County","North Dakota","41","1.9",109,39.1,38011
"1999","ND-085","Sioux County","North Dakota","42.9","1",94,41.9,38013
"2000","ND-087","Slope County","North Dakota","43","1.1",93,42,38015
"2001","ND-089","Stark County","North Dakota","42.3","1.2",98,41.1,38017
"2002","ND-091","Steele County","North Dakota","39.4","0.4",72,39,38019
"2003","ND-093","Stutsman County","North Dakota","40.9","1.3",101,39.6,38021
"2004","ND-095","Towner County","North Dakota","38.4","2.1",113,36.3,38023
"2005","ND-097","Traill County","North Dakota","40.3","0.4",73,39.9,38025
"2006","ND-099","Walsh County","North Dakota","39.5","1.7",108,37.8,38027
"2007","ND-101","Ward County","North Dakota","40.6","1.4",102,39.2,38029
"2008","ND-103","Wells County","North Dakota","39.9","1.3",98,38.6,38031
"2009","ND-105","Williams County","North Dakota","40.9","1.8",101,39.1,38033
"2010","OH-001","Adams County","Ohio","54.5","1.8",120,52.8,38035
"2011","OH-003","Allen County","Ohio","52","1.9",121,50,38037
"2012","OH-005","Ashland County","Ohio","50.9","2.3",121,48.6,38039
"2013","OH-007","Ashtabula County","Ohio","50.2","2.8",121,47.4,38041
"2014","OH-009","Athens County","Ohio","53.8","1.9",121,52,38043
"2015","OH-011","Auglaize County","Ohio","51.6","1.6",120,50.1,38045
"2016","OH-013","Belmont County","Ohio","52.3","1.7",121,50.6,38047
"2017","OH-015","Brown County","Ohio","54.1","1.7",120,52.4,38049
"2018","OH-017","Butler County","Ohio","54.1","1.9",121,52.2,38051
"2019","OH-019","Carroll County","Ohio","51.6","2.4",121,49.2,38053
"2020","OH-021","Champaign County","Ohio","51.7","1.5",120,50.2,38055
"2021","OH-023","Clark County","Ohio","52.6","1.8",121,50.8,38057
"2022","OH-025","Clermont County","Ohio","54.7","1.9",121,52.8,38059
"2023","OH-027","Clinton County","Ohio","53.3","2",121,51.3,38061
"2024","OH-029","Columbiana County","Ohio","50.8","2",121,48.8,38063
"2025","OH-031","Coshocton County","Ohio","52","2",121,50,38065
"2026","OH-033","Crawford County","Ohio","51.4","2.4",121,49,38067
"2027","OH-035","Cuyahoga County","Ohio","51.9","2.7",121,49.2,38069
"2028","OH-037","Darke County","Ohio","52.3","2",121,50.3,38071
"2029","OH-039","Defiance County","Ohio","51.1","1.8",121,49.3,38073
"2030","OH-041","Delaware County","Ohio","52.5","1.7",121,50.8,38075
"2031","OH-043","Erie County","Ohio","51.8","1.7",121,50.1,38077
"2032","OH-045","Fairfield County","Ohio","53.2","1.9",121,51.3,38079
"2033","OH-047","Fayette County","Ohio","53.1","2",121,51.1,38081
"2034","OH-049","Franklin County","Ohio","53.6","1.9",121,51.7,38083
"2035","OH-051","Fulton County","Ohio","51","2.2",121,48.8,38085
"2036","OH-053","Gallia County","Ohio","54.6","1.1",116,53.4,38087
"2037","OH-055","Geauga County","Ohio","50.1","2.9",121,47.2,38089
"2038","OH-057","Greene County","Ohio","53.3","2",121,51.4,38091
"2039","OH-059","Guernsey County","Ohio","52.5","1.8",121,50.6,38093
"2040","OH-061","Hamilton County","Ohio","55.1","1.9",121,53.1,38095
"2041","OH-063","Hancock County","Ohio","52.3","2.6",121,49.8,38097
"2042","OH-065","Hardin County","Ohio","52.3","2.5",121,49.8,38099
"2043","OH-067","Harrison County","Ohio","52","2.1",121,49.9,38101
"2044","OH-069","Henry County","Ohio","51.7","2.2",121,49.4,38103
"2045","OH-071","Highland County","Ohio","53.6","1.9",120,51.6,38105
"2046","OH-073","Hocking County","Ohio","53.2","1.8",121,51.4,39001
"2047","OH-075","Holmes County","Ohio","51.3","2.1",121,49.2,39003
"2048","OH-077","Huron County","Ohio","51.1","1.8",121,49.3,39005
"2049","OH-079","Jackson County","Ohio","54.1","1.6",121,52.4,39007
"2050","OH-081","Jefferson County","Ohio","51.9","1.6",121,50.3,39009
"2051","OH-083","Knox County","Ohio","51","1.7",121,49.3,39011
"2052","OH-085","Lake County","Ohio","51.5","3.1",121,48.4,39013
"2053","OH-087","Lawrence County","Ohio","55.5","1.9",121,53.6,39015
"2054","OH-089","Licking County","Ohio","52.1","1.8",121,50.4,39017
"2055","OH-091","Logan County","Ohio","51.4","1.7",121,49.7,39019
"2056","OH-093","Lorain County","Ohio","51.4","1.6",120,49.7,39021
"2057","OH-095","Lucas County","Ohio","52.4","2.7",121,49.7,39023
"2058","OH-097","Madison County","Ohio","52.8","1.9",121,50.9,39025
"2059","OH-099","Mahoning County","Ohio","50.7","2.6",121,48.1,39027
"2060","OH-101","Marion County","Ohio","52.2","2.2",121,50,39029
"2061","OH-103","Medina County","Ohio","51.4","2.3",121,49.1,39031
"2062","OH-105","Meigs County","Ohio","54","1.2",119,52.8,39033
"2063","OH-107","Mercer County","Ohio","51.5","1.6",119,49.9,39035
"2064","OH-109","Miami County","Ohio","53.1","2.2",121,50.9,39037
"2065","OH-111","Monroe County","Ohio","52.8","1.5",120,51.2,39039
"2066","OH-113","Montgomery County","Ohio","53.8","2.2",121,51.6,39041
"2067","OH-115","Morgan County","Ohio","53.4","1.9",121,51.5,39043
"2068","OH-117","Morrow County","Ohio","51.1","1.9",121,49.2,39045
"2069","OH-119","Muskingum County","Ohio","52.9","2.1",121,50.8,39047
"2070","OH-121","Noble County","Ohio","53","1.8",121,51.2,39049
"2071","OH-123","Ottawa County","Ohio","52.3","2.2",121,50.1,39051
"2072","OH-125","Paulding County","Ohio","51.3","1.7",120,49.7,39053
"2073","OH-127","Perry County","Ohio","52.8","2",121,50.9,39055
"2074","OH-129","Pickaway County","Ohio","54.1","2",121,52.2,39057
"2075","OH-131","Pike County","Ohio","54.5","2.1",121,52.4,39059
"2076","OH-133","Portage County","Ohio","51.1","3.3",121,47.9,39061
"2077","OH-135","Preble County","Ohio","52.5","1.8",121,50.7,39063
"2078","OH-137","Putnam County","Ohio","51.9","2.1",121,49.9,39065
"2079","OH-139","Richland County","Ohio","50.9","2.6",121,48.3,39067
"2080","OH-141","Ross County","Ohio","54.2","2.1",121,52.2,39069
"2081","OH-143","Sandusky County","Ohio","52","1.9",121,50.1,39071
"2082","OH-145","Scioto County","Ohio","55","2",121,53,39073
"2083","OH-147","Seneca County","Ohio","51.6","2",121,49.6,39075
"2084","OH-149","Shelby County","Ohio","51.8","1.6",121,50.1,39077
"2085","OH-151","Stark County","Ohio","52.1","3.3",121,48.8,39079
"2086","OH-153","Summit County","Ohio","52.3","3.4",121,48.9,39081
"2087","OH-155","Trumbull County","Ohio","50.5","2.8",121,47.7,39083
"2088","OH-157","Tuscarawas County","Ohio","52.1","2.3",121,49.8,39085
"2089","OH-159","Union County","Ohio","52.2","1.7",121,50.5,39087
"2090","OH-161","Van Wert County","Ohio","51.4","1.5",119,49.9,39089
"2091","OH-163","Vinton County","Ohio","53.5","1.6",121,51.9,39091
"2092","OH-165","Warren County","Ohio","54.2","2",121,52.2,39093
"2093","OH-167","Washington County","Ohio","54.4","2.1",121,52.3,39095
"2094","OH-169","Wayne County","Ohio","51.3","2.3",121,49,39097
"2095","OH-171","Williams County","Ohio","50.3","1.9",121,48.4,39099
"2096","OH-173","Wood County","Ohio","52.4","2.5",121,49.9,39101
"2097","OH-175","Wyandot County","Ohio","52.4","2.6",121,49.8,39103
"2098","OK-001","Adair County","Oklahoma","59.3","0.7",101,58.6,39105
"2099","OK-003","Alfalfa County","Oklahoma","58.9","0.9",99,58,39107
"2100","OK-005","Atoka County","Oklahoma","62.5","0.6",94,62,39109
"2101","OK-007","Beaver County","Oklahoma","57.6","0.9",98,56.7,39111
"2102","OK-009","Beckham County","Oklahoma","60.8","1.5",116,59.3,39113
"2103","OK-011","Blaine County","Oklahoma","59.9","0.9",102,58.9,39115
"2104","OK-013","Bryan County","Oklahoma","63.5","0.9",110,62.6,39117
"2105","OK-015","Caddo County","Oklahoma","60.9","1",104,59.9,39119
"2106","OK-017","Canadian County","Oklahoma","60.6","1.2",107,59.4,39121
"2107","OK-019","Carter County","Oklahoma","62.5","0.1",56,62.4,39123
"2108","OK-021","Cherokee County","Oklahoma","59.9","0.4",80,59.5,39125
"2109","OK-023","Choctaw County","Oklahoma","63.1","0.9",115,62.2,39127
"2110","OK-025","Cimarron County","Oklahoma","55","0.5",87,54.5,39129
"2111","OK-027","Cleveland County","Oklahoma","61.2","0.7",96,60.5,39131
"2112","OK-029","Coal County","Oklahoma","62.3","0.4",92,61.9,39133
"2113","OK-031","Comanche County","Oklahoma","61.9","0.7",96,61.2,39135
"2114","OK-033","Cotton County","Oklahoma","63","0.6",94,62.4,39137
"2115","OK-035","Craig County","Oklahoma","58.8","0.2",58,58.6,39139
"2116","OK-037","Creek County","Oklahoma","60.5","0.6",100,59.9,39141
