"","ID","Name","State","avg_temp","anomaly_1901.2000","Rank","Mean_1901.2000","fips"
"1491","MO-083","Henry County","Missouri","56.2","0.9",108,55.3,29011
"1492","MO-085","Hickory County","Missouri","56.3","1",111,55.4,29013
"1493","MO-087","Holt County","Missouri","53.2","0.8",99,52.4,29015
"1494","MO-089","Howard County","Missouri","55","1.3",115,53.7,29017
"1495","MO-091","Howell County","Missouri","57.5","2.1",121,55.4,29019
"1496","MO-093","Iron County","Missouri","55.1","0.8",103,54.3,29021
"1497","MO-095","Jackson County","Missouri","55.1","1.3",111,53.8,29023
"1498","MO-097","Jasper County","Missouri","57.8","0.8",103,56.9,29025
"1499","MO-099","Jefferson County","Missouri","56.8","1.7",119,55.1,29027
"1500","MO-101","Johnson County","Missouri","55.4","1.5",113,54,29029
"1501","MO-103","Knox County","Missouri","52.1","0.7",91,51.4,29031
"1502","MO-105","Laclede County","Missouri","56.4","1.3",120,55.1,29033
"1503","MO-107","Lafayette County","Missouri","54.8","1.2",110,53.6,29035
"1504","MO-109","Lawrence County","Missouri","56.9","1",109,55.9,29037
"1505","MO-111","Lewis County","Missouri","52.5","0.3",73,52.2,29039
"1506","MO-113","Lincoln County","Missouri","54.8","1.3",109,53.5,29041
"1507","MO-115","Linn County","Missouri","53.1","0.7",98,52.4,29043
"1508","MO-117","Livingston County","Missouri","53.3","0.5",89,52.8,29045
"1509","MO-119","McDonald County","Missouri","58.7","1.5",119,57.2,29047
"1510","MO-121","Macon County","Missouri","53.2","1.2",112,52.1,29049
"1511","MO-123","Madison County","Missouri","55.5","0.4",86,55.1,29051
"1512","MO-125","Maries County","Missouri","56.6","1.5",119,55.1,29053
"1513","MO-127","Marion County","Missouri","53.3","0.5",91,52.7,29055
"1514","MO-129","Mercer County","Missouri","51.4","0.4",83,51,29057
"1515","MO-131","Miller County","Missouri","57.2","2",119,55.2,29059
"1516","MO-133","Mississippi County","Missouri","58.8","1",113,57.8,29061
"1517","MO-135","Moniteau County","Missouri","55.9","1.5",119,54.5,29063
"1518","MO-137","Monroe County","Missouri","53.6","0.8",101,52.8,29065
"1519","MO-139","Montgomery County","Missouri","54.8","1.3",115,53.5,29067
"1520","MO-141","Morgan County","Missouri","55.8","1.4",116,54.4,29069
"1521","MO-143","New Madrid County","Missouri","59.3","0.8",106,58.5,29071
"1522","MO-145","Newton County","Missouri","58.4","1.5",120,56.9,29073
"1523","MO-147","Nodaway County","Missouri","52.3","1.3",112,51,29075
"1524","MO-149","Oregon County","Missouri","58.2","2.1",121,56.1,29077
"1525","MO-151","Osage County","Missouri","56.3","1.4",118,54.9,29079
"1526","MO-153","Ozark County","Missouri","57.6","1.4",119,56.2,29081
"1527","MO-155","Pemiscot County","Missouri","60.3","1.1",115,59.2,29083
"1528","MO-157","Perry County","Missouri","56.4","1",111,55.4,29085
"1529","MO-159","Pettis County","Missouri","55.2","1",108,54.2,29087
"1530","MO-161","Phelps County","Missouri","56.3","1.2",117,55.1,29089
"1531","MO-163","Pike County","Missouri","54.1","1.1",108,53,29091
"1532","MO-165","Platte County","Missouri","54.8","1.3",108,53.5,29093
"1533","MO-167","Polk County","Missouri","56.6","1.2",115,55.4,29095
"1534","MO-169","Pulaski County","Missouri","57.1","1.8",120,55.3,29097
"1535","MO-171","Putnam County","Missouri","51.1","0.3",77,50.8,29099
"1536","MO-173","Ralls County","Missouri","53.8","0.8",104,52.9,29101
"1537","MO-175","Randolph County","Missouri","54.2","1.3",118,52.9,29103
"1538","MO-177","Ray County","Missouri","54.1","1.1",104,53.1,29105
"1539","MO-179","Reynolds County","Missouri","55.8","1",110,54.8,29107
"1540","MO-181","Ripley County","Missouri","58.3","1.1",115,57.1,29109
"1541","MO-183","St. Charles County","Missouri","56.1","1.5",118,54.6,29111
"1542","MO-185","St. Clair County","Missouri","56.6","0.6",94,56,29113
"1543","MO-186","Ste. Genevieve County","Missouri","56.2","1.1",112,55.2,29115
"1544","MO-187","St. Francois County","Missouri","55.5","0.9",110,54.6,29117
"1545","MO-189","St. Louis County","Missouri","56.6","1.4",116,55.2,29119
"1546","MO-195","Saline County","Missouri","54.9","1.1",113,53.8,29121
"1547","MO-197","Schuyler County","Missouri","51.6","0.9",102,50.7,29123
"1548","MO-199","Scotland County","Missouri","51.6","0.6",90,51,29125
"1549","MO-201","Scott County","Missouri","58.4","1.2",114,57.3,29127
"1550","MO-203","Shannon County","Missouri","56.9","1.6",119,55.3,29129
"1551","MO-205","Shelby County","Missouri","52.6","0.5",86,52.1,29131
"1552","MO-207","Stoddard County","Missouri","58.6","0.7",96,57.9,29133
"1553","MO-209","Stone County","Missouri","57.3","1",111,56.3,29135
"1554","MO-211","Sullivan County","Missouri","52","0.5",93,51.5,29137
"1555","MO-213","Taney County","Missouri","57.6","1.1",118,56.5,29139
"1556","MO-215","Texas County","Missouri","56","1.1",114,54.9,29141
"1557","MO-217","Vernon County","Missouri","56.6","0.2",74,56.4,29143
"1558","MO-219","Warren County","Missouri","55.4","1.7",120,53.7,29145
"1559","MO-221","Washington County","Missouri","55.4","1.2",115,54.2,29147
"1560","MO-223","Wayne County","Missouri","57","0.6",100,56.3,29149
"1561","MO-225","Webster County","Missouri","55.6","1.1",115,54.5,29151
"1562","MO-227","Worth County","Missouri","51.8","1.4",113,50.4,29153
"1563","MO-229","Wright County","Missouri","55.8","1",113,54.8,29155
"1564","MO-510","St. Louis City","Missouri","56.9","1.4",116,55.5,29157
"1565","MT-001","Beaverhead County","Montana","38.6","1.9",119,36.7,29159
"1566","MT-003","Big Horn County","Montana","45.2","1.3",103,43.9,29161
"1567","MT-005","Blaine County","Montana","42.3","1.1",95,41.1,29163
"1568","MT-007","Broadwater County","Montana","42.9","1.3",106,41.7,29165
"1569","MT-009","Carbon County","Montana","43","1.8",108,41.2,29167
"1570","MT-011","Carter County","Montana","44.2","1.4",105,42.8,29169
"1571","MT-013","Cascade County","Montana","42.8","0.6",84,42.2,29171
"1572","MT-015","Chouteau County","Montana","43.4","0.7",80,42.7,29173
"1573","MT-017","Custer County","Montana","45.3","1.4",102,43.9,29175
"1574","MT-019","Daniels County","Montana","39.1","1.1",85,38,29177
"1575","MT-021","Dawson County","Montana","43.4","1.4",104,42,29179
"1576","MT-023","Deer Lodge County","Montana","38.9","2.2",120,36.8,29181
"1577","MT-025","Fallon County","Montana","43.6","1.1",98,42.5,29183
"1578","MT-027","Fergus County","Montana","43.7","0.8",90,42.9,29185
"1579","MT-029","Flathead County","Montana","40.7","2",118,38.7,29186
"1580","MT-031","Gallatin County","Montana","40.1","1.6",113,38.6,29187
"1581","MT-033","Garfield County","Montana","44.2","1.3",98,42.9,29189
"1582","MT-035","Glacier County","Montana","39.7","1.7",106,37.9,29195
"1583","MT-037","Golden Valley County","Montana","43.7","0.2",73,43.5,29197
"1584","MT-039","Granite County","Montana","39.9","2",119,37.9,29199
"1585","MT-041","Hill County","Montana","41.1","0.9",78,40.2,29201
"1586","MT-043","Jefferson County","Montana","41.6","2",118,39.7,29203
"1587","MT-045","Judith Basin County","Montana","41.6","1",95,40.6,29205
"1588","MT-047","Lake County","Montana","44.2","1.9",118,42.3,29207
"1589","MT-049","Lewis and Clark County","Montana","41.2","1.6",107,39.6,29209
"1590","MT-051","Liberty County","Montana","41.2","0.9",78,40.4,29211
"1591","MT-053","Lincoln County","Montana","42.5","2.2",119,40.3,29213
"1592","MT-055","McCone County","Montana","43.1","1.6",103,41.5,29215
"1593","MT-057","Madison County","Montana","40.3","1.8",119,38.5,29217
"1594","MT-059","Meagher County","Montana","40.2","1.8",115,38.5,29219
"1595","MT-061","Mineral County","Montana","42.6","1.5",117,41.1,29221
"1596","MT-063","Missoula County","Montana","41.9","1.6",118,40.3,29223
"1597","MT-065","Musselshell County","Montana","44.9","0.3",69,44.6,29225
"1598","MT-067","Park County","Montana","39.6","1.9",118,37.7,29227
"1599","MT-069","Petroleum County","Montana","45.6","0.9",89,44.7,29229
"1600","MT-071","Phillips County","Montana","42.8","1",88,41.8,29510
"1601","MT-073","Pondera County","Montana","41.6","1.4",97,40.3,30001
"1602","MT-075","Powder River County","Montana","45.6","1.3",103,44.2,30003
"1603","MT-077","Powell County","Montana","40.2","1.9",118,38.3,30005
"1604","MT-079","Prairie County","Montana","44.2","1.3",101,42.9,30007
"1605","MT-081","Ravalli County","Montana","40.9","1.6",119,39.3,30009
"1606","MT-083","Richland County","Montana","42.6","1.5",100,41.1,30011
"1607","MT-085","Roosevelt County","Montana","41.4","1.5",97,39.9,30013
"1608","MT-087","Rosebud County","Montana","44.8","0.9",91,43.9,30015
"1609","MT-089","Sanders County","Montana","43.3","1.3",111,42,30017
"1610","MT-091","Sheridan County","Montana","40","1.5",97,38.5,30019
"1611","MT-093","Silver Bow County","Montana","40.5","2.2",121,38.3,30021
"1612","MT-095","Stillwater County","Montana","42.8","0.3",74,42.5,30023
"1613","MT-097","Sweet Grass County","Montana","42.5","1",95,41.5,30025
"1614","MT-099","Teton County","Montana","41.7","1.4",101,40.3,30027
"1615","MT-101","Toole County","Montana","41.7","1.2",84,40.5,30029
"1616","MT-103","Treasure County","Montana","45.4","0.8",87,44.5,30031
"1617","MT-105","Valley County","Montana","41.2","1.2",89,40,30033
"1618","MT-107","Wheatland County","Montana","42.6","0.9",93,41.7,30035
"1619","MT-109","Wibaux County","Montana","43.1","0.9",89,42.2,30037
"1620","MT-111","Yellowstone County","Montana","45.8","0.6",82,45.2,30039
"1621","NE-001","Adams County","Nebraska","51.3","1.2",106,50.1,30041
"1622","NE-003","Antelope County","Nebraska","48.3","0.6",87,47.7,30043
"1623","NE-005","Arthur County","Nebraska","48.7","1.4",109,47.3,30045
"1624","NE-007","Banner County","Nebraska","48.3","1.7",112,46.6,30047
"1625","NE-009","Blaine County","Nebraska","48.8","0.7",92,48.1,30049
"1626","NE-011","Boone County","Nebraska","49.1","1.2",101,47.9,30051
"1627","NE-013","Box Butte County","Nebraska","47.3","1.2",107,46,30053
"1628","NE-015","Boyd County","Nebraska","48.5","0.8",95,47.7,30055
"1629","NE-017","Brown County","Nebraska","48.7","1.2",105,47.5,30057
"1630","NE-019","Buffalo County","Nebraska","50.4","1.2",102,49.2,30059
"1631","NE-021","Burt County","Nebraska","49.7","1.2",105,48.4,30061
"1632","NE-023","Butler County","Nebraska","50.2","0.8",90,49.3,30063
"1633","NE-025","Cass County","Nebraska","51.4","0.9",97,50.5,30065
"1634","NE-027","Cedar County","Nebraska","48.1","1",98,47.2,30067
"1635","NE-029","Chase County","Nebraska","51.3","1.5",111,49.7,30069
"1636","NE-031","Cherry County","Nebraska","48.1","1.5",110,46.5,30071
"1637","NE-033","Cheyenne County","Nebraska","49","1.5",107,47.5,30073
"1638","NE-035","Clay County","Nebraska","51.5","1.3",104,50.2,30075
"1639","NE-037","Colfax County","Nebraska","50.2","1.5",107,48.7,30077
"1640","NE-039","Cuming County","Nebraska","49.2","1",100,48.2,30079
"1641","NE-041","Custer County","Nebraska","49.1","1",100,48.1,30081
"1642","NE-043","Dakota County","Nebraska","48.5","0.9",94,47.7,30083
"1643","NE-045","Dawes County","Nebraska","47.9","1.3",104,46.6,30085
"1644","NE-047","Dawson County","Nebraska","50.2","0.8",95,49.5,30087
"1645","NE-049","Deuel County","Nebraska","49.6","1",93,48.6,30089
"1646","NE-051","Dixon County","Nebraska","48","0.6",88,47.4,30091
"1647","NE-053","Dodge County","Nebraska","50.4","1.4",108,49,30093
"1648","NE-055","Douglas County","Nebraska","51.4","1.5",112,49.8,30095
"1649","NE-057","Dundy County","Nebraska","52","1.5",107,50.5,30097
"1650","NE-059","Fillmore County","Nebraska","51.4","0.9",91,50.5,30099
"1651","NE-061","Franklin County","Nebraska","52.1","1.2",102,50.9,30101
"1652","NE-063","Frontier County","Nebraska","51.1","1.1",102,50,30103
"1653","NE-065","Furnas County","Nebraska","51.7","0.6",88,51.1,30105
"1654","NE-067","Gage County","Nebraska","52","0.8",90,51.2,30107
"1655","NE-069","Garden County","Nebraska","48.5","1.4",108,47.1,30109
"1656","NE-071","Garfield County","Nebraska","48.3","1.1",97,47.3,30111
"1657","NE-073","Gosper County","Nebraska","50.9","0.6",93,50.2,31001
"1658","NE-075","Grant County","Nebraska","47.6","1.3",106,46.3,31003
"1659","NE-077","Greeley County","Nebraska","49.1","1",101,48,31005
"1660","NE-079","Hall County","Nebraska","50.9","1.3",107,49.6,31007
"1661","NE-081","Hamilton County","Nebraska","51.2","1.3",107,49.9,31009
"1662","NE-083","Harlan County","Nebraska","52.1","0.9",97,51.2,31011
"1663","NE-085","Hayes County","Nebraska","50.9","1.1",99,49.9,31013
"1664","NE-087","Hitchcock County","Nebraska","52","1.1",99,50.9,31015
"1665","NE-089","Holt County","Nebraska","48.1","0.8",97,47.2,31017
"1666","NE-091","Hooker County","Nebraska","47.8","0.6",89,47.2,31019
"1667","NE-093","Howard County","Nebraska","50.3","1.2",104,49.1,31021
"1668","NE-095","Jefferson County","Nebraska","52.4","1.2",101,51.2,31023
"1669","NE-097","Johnson County","Nebraska","51.8","0.6",86,51.2,31025
"1670","NE-099","Kearney County","Nebraska","51","1.1",102,49.9,31027
"1671","NE-101","Keith County","Nebraska","50","1.2",104,48.8,31029
"1672","NE-103","Keya Paha County","Nebraska","48.4","1.3",107,47.1,31031
"1673","NE-105","Kimball County","Nebraska","47.7","1.6",111,46.1,31033
"1674","NE-107","Knox County","Nebraska","48.5","0.9",98,47.6,31035
"1675","NE-109","Lancaster County","Nebraska","51.5","1",96,50.5,31037
"1676","NE-111","Lincoln County","Nebraska","49.9","0.9",103,49,31039
"1677","NE-113","Logan County","Nebraska","48.7","0.6",92,48.1,31041
"1678","NE-115","Loup County","Nebraska","48.5","1",100,47.5,31043
"1679","NE-117","McPherson County","Nebraska","48.5","0.8",96,47.7,31045
"1680","NE-119","Madison County","Nebraska","49","0.9",96,48.1,31047
"1681","NE-121","Merrick County","Nebraska","50.9","1.4",107,49.5,31049
"1682","NE-123","Morrill County","Nebraska","48.8","1.6",109,47.2,31051
"1683","NE-125","Nance County","Nebraska","50.2","1.4",103,48.8,31053
"1684","NE-127","Nemaha County","Nebraska","52.4","0.7",91,51.7,31055
"1685","NE-129","Nuckolls County","Nebraska","52.1","1.3",101,50.8,31057
"1686","NE-131","Otoe County","Nebraska","51.6","0.6",82,51.1,31059
"1687","NE-133","Pawnee County","Nebraska","52.3","0.7",93,51.6,31061
"1688","NE-135","Perkins County","Nebraska","50.3","1.2",108,49.1,31063
"1689","NE-137","Phelps County","Nebraska","50.9","0.8",98,50,31065
"1690","NE-139","Pierce County","Nebraska","48.3","0.8",94,47.5,31067
"1691","NE-141","Platte County","Nebraska","49.9","1.4",102,48.5,31069
"1692","NE-143","Polk County","Nebraska","50.6","1.1",100,49.5,31071
"1693","NE-145","Red Willow County","Nebraska","52.2","1.3",105,50.8,31073
"1694","NE-147","Richardson County","Nebraska","53.1","1",101,52,31075
"1695","NE-149","Rock County","Nebraska","48.1","1.1",104,47,31077
"1696","NE-151","Saline County","Nebraska","51.3","0.7",81,50.7,31079
"1697","NE-153","Sarpy County","Nebraska","51.5","1.3",103,50.2,31081
"1698","NE-155","Saunders County","Nebraska","51.1","1.4",107,49.7,31083
"1699","NE-157","Scotts Bluff County","Nebraska","49.1","1.8",114,47.3,31085
"1700","NE-159","Seward County","Nebraska","50.6","0.5",80,50.1,31087
"1701","NE-161","Sheridan County","Nebraska","47.2","1.4",106,45.8,31089
"1702","NE-163","Sherman County","Nebraska","49.8","1.3",102,48.5,31091
"1703","NE-165","Sioux County","Nebraska","46.5","1.3",102,45.3,31093
"1704","NE-167","Stanton County","Nebraska","49.2","1.1",99,48.2,31095
"1705","NE-169","Thayer County","Nebraska","52.3","1.3",104,51,31097
"1706","NE-171","Thomas County","Nebraska","48.6","0.4",86,48.2,31099
"1707","NE-173","Thurston County","Nebraska","48.7","0.9",99,47.8,31101
"1708","NE-175","Valley County","Nebraska","49","1.2",102,47.8,31103
"1709","NE-177","Washington County","Nebraska","50.7","1.4",105,49.3,31105
"1710","NE-179","Wayne County","Nebraska","48.3","0.8",93,47.5,31107
"1711","NE-181","Webster County","Nebraska","52","1.1",101,50.9,31109
"1712","NE-183","Wheeler County","Nebraska","48.6","1.2",102,47.5,31111
"1713","NE-185","York County","Nebraska","50.8","0.7",84,50.2,31113
"1714","NV-001","Churchill County","Nevada","52.3","1.9",121,50.4,31115
"1715","NV-003","Clark County","Nevada","65.8","2.7",122,63.1,31117
"1716","NV-005","Douglas County","Nevada","50","2.2",122,47.8,31119
"1717","NV-007","Elko County","Nevada","46.2","1.9",122,44.3,31121
"1718","NV-009","Esmeralda County","Nevada","54.6","3.7",125,51,31123
"1719","NV-011","Eureka County","Nevada","47.4","2.2",121,45.1,31125
"1720","NV-013","Humboldt County","Nevada","50.3","2.2",122,48.1,31127
"1721","NV-015","Lander County","Nevada","49.3","2.3",121,47,31129
"1722","NV-017","Lincoln County","Nevada","56.3","2.4",122,53.9,31131
"1723","NV-019","Lyon County","Nevada","52.4","2.3",122,50,31133
"1724","NV-021","Mineral County","Nevada","51.9","3.1",125,48.8,31135
"1725","NV-023","Nye County","Nevada","53.4","3",122,50.4,31137
"1726","NV-027","Pershing County","Nevada","51.6","1.8",122,49.8,31139
"1727","NV-029","Storey County","Nevada","51.8","2.5",122,49.3,31141
"1728","NV-031","Washoe County","Nevada","50.2","2.2",121,48,31143
"1729","NV-033","White Pine County","Nevada","47.3","2.3",122,44.9,31145
"1730","NV-510","Carson City","Nevada","51.2","2.4",122,48.8,31147
"1731","NH-001","Belknap County","New Hampshire","46","2.1",116,43.9,31149
"1732","NH-003","Carroll County","New Hampshire","44.3","2.1",120,42.2,31151
"1733","NH-005","Cheshire County","New Hampshire","46.6","2.8",121,43.8,31153
"1734","NH-007","Coos County","New Hampshire","40.6","2.2",116,38.4,31155
"1735","NH-009","Grafton County","New Hampshire","43.1","2.3",118,40.8,31157
"1736","NH-011","Hillsborough County","New Hampshire","48","2.9",121,45.1,31159
"1737","NH-013","Merrimack County","New Hampshire","46.5","2.5",120,44,31161
"1738","NH-015","Rockingham County","New Hampshire","48.5","2.5",118,46.1,31163
"1739","NH-017","Strafford County","New Hampshire","46.8","1.8",112,45,31165
"1740","NH-019","Sullivan County","New Hampshire","45","2.6",120,42.4,31167
"1741","NJ-001","Atlantic County","New Jersey","56.1","3.5",121,52.6,31169
"1742","NJ-003","Bergen County","New Jersey","54.1","3.2",121,50.9,31171
"1743","NJ-005","Burlington County","New Jersey","55.9","3.1",121,52.8,31173
"1744","NJ-007","Camden County","New Jersey","56.3","3.1",121,53.2,31175
"1745","NJ-009","Cape May County","New Jersey","56.4","3.4",121,53.1,31177
"1746","NJ-011","Cumberland County","New Jersey","56.2","3.2",121,53,31179
"1747","NJ-013","Essex County","New Jersey","54.5","3.3",121,51.2,31181
"1748","NJ-015","Gloucester County","New Jersey","56.4","2.9",121,53.5,31183
"1749","NJ-017","Hudson County","New Jersey","55.9","3.2",121,52.7,31185
"1750","NJ-019","Hunterdon County","New Jersey","52.8","3.3",121,49.5,32001
"1751","NJ-021","Mercer County","New Jersey","54.8","3.1",121,51.8,32003
"1752","NJ-023","Middlesex County","New Jersey","55.2","3.4",121,51.8,32005
"1753","NJ-025","Monmouth County","New Jersey","55.3","3.4",121,51.9,32007
"1754","NJ-027","Morris County","New Jersey","51.9","3",121,48.9,32009
"1755","NJ-029","Ocean County","New Jersey","55.4","3.2",121,52.2,32011
"1756","NJ-031","Passaic County","New Jersey","52","2.9",121,49.1,32013
"1757","NJ-033","Salem County","New Jersey","56.3","2.8",121,53.5,32015
"1758","NJ-035","Somerset County","New Jersey","54","3.3",121,50.6,32017
"1759","NJ-037","Sussex County","New Jersey","50.1","2.5",119,47.6,32019
"1760","NJ-039","Union County","New Jersey","55.1","3.4",121,51.7,32021
"1761","NJ-041","Warren County","New Jersey","51.3","3.1",121,48.2,32023
"1762","NM-001","Bernalillo County","New Mexico","55","2.8",121,52.2,32027
"1763","NM-003","Catron County","New Mexico","50.2","2.5",124,47.7,32029
"1764","NM-005","Chaves County","New Mexico","60.9","3.2",122,57.8,32031
"1765","NM-006","Cibola County","New Mexico","50.2","2",121,48.3,32033
"1766","NM-007","Colfax County","New Mexico","48.2","1.7",117,46.6,32510
"1767","NM-009","Curry County","New Mexico","58.1","2.7",122,55.4,33001
"1768","NM-011","De Baca County","New Mexico","59.8","3.4",122,56.5,33003
"1769","NM-013","Dona Ana County","New Mexico","63.1","3",123,60.1,33005
"1770","NM-015","Eddy County","New Mexico","63.2","2.8",122,60.4,33007
"1771","NM-017","Grant County","New Mexico","57.8","3",124,54.8,33009
"1772","NM-019","Guadalupe County","New Mexico","56.7","2.7",124,54,33011
"1773","NM-021","Harding County","New Mexico","55.4","2.1",122,53.2,33013
"1774","NM-023","Hidalgo County","New Mexico","61.6","2.7",124,58.9,33015
"1775","NM-025","Lea County","New Mexico","61.5","2.2",117,59.3,33017
"1776","NM-027","Lincoln County","New Mexico","56","2.7",123,53.3,33019
"1777","NM-028","Los Alamos County","New Mexico","48.7","2.6",124,46.1,34001
"1778","NM-029","Luna County","New Mexico","62.4","2.7",124,59.7,34003
"1779","NM-031","McKinley County","New Mexico","50.6","2.3",122,48.3,34005
"1780","NM-033","Mora County","New Mexico","49.5","2.7",125,46.8,34007
"1781","NM-035","Otero County","New Mexico","59.1","2.6",124,56.5,34009
"1782","NM-037","Quay County","New Mexico","58.5","2.2",122,56.4,34011
"1783","NM-039","Rio Arriba County","New Mexico","47.2","2.7",125,44.5,34013
"1784","NM-041","Roosevelt County","New Mexico","58.9","2.6",121,56.4,34015
"1785","NM-043","Sandoval County","New Mexico","51.7","2.5",124,49.2,34017
"1786","NM-045","San Juan County","New Mexico","53","2.7",122,50.3,34019
"1787","NM-047","San Miguel County","New Mexico","54.2","2.4",124,51.8,34021
"1788","NM-049","Santa Fe County","New Mexico","50.9","2.4",124,48.5,34023
"1789","NM-051","Sierra County","New Mexico","59.2","2.6",121,56.5,34025
"1790","NM-053","Socorro County","New Mexico","55.7","2.7",123,52.9,34027
"1791","NM-055","Taos County","New Mexico","45","2.9",125,42.1,34029
"1792","NM-057","Torrance County","New Mexico","52.5","3",122,49.5,34031
"1793","NM-059","Union County","New Mexico","52.9","1.4",116,51.5,34033
"1794","NM-061","Valencia County","New Mexico","56.8","2.8",121,54,34035
"1795","NY-001","Albany County","New York","48.3","2",119,46.3,34037
"1796","NY-003","Allegany County","New York","46.8","2",121,44.8,34039
"1797","NY-005","Bronx County","New York","55.7","3.2",121,52.6,34041
"1798","NY-007","Broome County","New York","47","1.4",113,45.7,35001
"1799","NY-009","Cattaraugus County","New York","46.8","2.1",121,44.7,35003
"1800","NY-011","Cayuga County","New York","47.5","1.4",115,46.1,35005
"1801","NY-013","Chautauqua County","New York","48.2","2.3",123,45.9,35006
"1802","NY-015","Chemung County","New York","47.9","2",121,45.9,35007
"1803","NY-017","Chenango County","New York","45.9","1.5",113,44.4,35009
"1804","NY-019","Clinton County","New York","43.9","2.2",118,41.7,35011
"1805","NY-021","Columbia County","New York","49.4","2.3",118,47,35013
"1806","NY-023","Cortland County","New York","45.5","1.3",112,44.2,35015
"1807","NY-025","Delaware County","New York","45.4","1.6",115,43.8,35017
"1808","NY-027","Dutchess County","New York","50.6","2.8",121,47.7,35019
"1809","NY-029","Erie County","New York","48.5","2.3",121,46.2,35021
"1810","NY-031","Essex County","New York","42","1.7",106,40.4,35023
"1811","NY-033","Franklin County","New York","42.4","2.2",113,40.2,35025
"1812","NY-035","Fulton County","New York","45.3","1.6",116,43.7,35027
"1813","NY-037","Genesee County","New York","47.9","1.9",114,46,35028
"1814","NY-039","Greene County","New York","46.9","1.9",117,45,35029
"1815","NY-041","Hamilton County","New York","41.4","1.7",108,39.7,35031
"1816","NY-043","Herkimer County","New York","43.3","1.6",109,41.7,35033
"1817","NY-045","Jefferson County","New York","45.7","2.1",114,43.6,35035
"1818","NY-047","Kings County","New York","56","3.1",121,53,35037
"1819","NY-049","Lewis County","New York","43.3","2",116,41.3,35039
"1820","NY-051","Livingston County","New York","48.4","2.1",121,46.3,35041
"1821","NY-053","Madison County","New York","45.8","1.7",113,44.1,35043
"1822","NY-055","Monroe County","New York","49","2.1",116,46.9,35045
"1823","NY-057","Montgomery County","New York","47.3","1.4",114,45.9,35047
"1824","NY-059","Nassau County","New York","54.9","3.1",121,51.8,35049
"1825","NY-061","New York County","New York","56","3.2",121,52.8,35051
"1826","NY-063","Niagara County","New York","49.1","2.2",118,46.9,35053
"1827","NY-065","Oneida County","New York","45.7","1.7",113,44,35055
"1828","NY-067","Onondaga County","New York","47.5","1.8",118,45.7,35057
"1829","NY-069","Ontario County","New York","48.1","1.8",117,46.3,35059
"1830","NY-071","Orange County","New York","50.5","2.7",121,47.8,35061
"1831","NY-073","Orleans County","New York","48.5","1.9",114,46.6,36001
"1832","NY-075","Oswego County","New York","47","2.1",117,44.9,36003
"1833","NY-077","Otsego County","New York","45.1","1.2",108,44,36005
"1834","NY-079","Putnam County","New York","51.2","2.9",121,48.2,36007
"1835","NY-081","Queens County","New York","55.6","2.9",121,52.7,36009
"1836","NY-083","Rensselaer County","New York","48.2","2.5",121,45.6,36011
"1837","NY-085","Richmond County","New York","56","3.3",121,52.7,36013
"1838","NY-087","Rockland County","New York","52.7","3.1",121,49.7,36015
"1839","NY-089","St. Lawrence County","New York","44.1","2.3",112,41.8,36017
"1840","NY-091","Saratoga County","New York","47.1","2.2",119,44.9,36019
"1841","NY-093","Schenectady County","New York","48","2",120,45.9,36021
"1842","NY-095","Schoharie County","New York","45.8","1.3",113,44.4,36023
"1843","NY-097","Schuyler County","New York","47.4","1.9",121,45.5,36025
"1844","NY-099","Seneca County","New York","48.3","1.3",111,47,36027
"1845","NY-101","Steuben County","New York","47","1.9",121,45.2,36029
"1846","NY-103","Suffolk County","New York","53.3","3",121,50.3,36031
"1847","NY-105","Sullivan County","New York","47.4","2.3",119,45.2,36033
"1848","NY-107","Tioga County","New York","47.4","1.5",118,45.8,36035
"1849","NY-109","Tompkins County","New York","46.8","1.3",110,45.6,36037
"1850","NY-111","Ulster County","New York","48.4","2.4",119,46,36039
"1851","NY-113","Warren County","New York","44.2","1.9",114,42.3,36041
"1852","NY-115","Washington County","New York","46.8","2.3",115,44.5,36043
"1853","NY-117","Wayne County","New York","47.9","1.3",103,46.7,36045
"1854","NY-119","Westchester County","New York","53.1","3.2",121,50,36047
"1855","NY-121","Wyoming County","New York","46.8","2.2",121,44.7,36049
"1856","NY-123","Yates County","New York","48","1.8",120,46.2,36051
"1857","NC-001","Alamance County","North Carolina","59.9","1.7",121,58.1,36053
"1858","NC-003","Alexander County","North Carolina","58.7","1.6",121,57.1,36055
"1859","NC-005","Alleghany County","North Carolina","53.1","2.2",121,50.9,36057
"1860","NC-007","Anson County","North Carolina","63.1","2.3",121,60.8,36059
"1861","NC-009","Ashe County","North Carolina","51.7","1.9",120,49.9,36061
"1862","NC-011","Avery County","North Carolina","51.2","2.1",122,49.1,36063
"1863","NC-013","Beaufort County","North Carolina","63.2","2.2",123,61,36065
"1864","NC-015","Bertie County","North Carolina","61.7","2.3",121,59.4,36067
"1865","NC-017","Bladen County","North Carolina","63.5","1.9",121,61.6,36069
"1866","NC-019","Brunswick County","North Carolina","64.5","2.1",121,62.4,36071
"1867","NC-021","Buncombe County","North Carolina","55.1","1.9",121,53.2,36073
"1868","NC-023","Burke County","North Carolina","58.6","1.7",122,56.8,36075
"1869","NC-025","Cabarrus County","North Carolina","61.2","1.9",122,59.4,36077
"1870","NC-027","Caldwell County","North Carolina","58.1","1.7",121,56.4,36079
"1871","NC-029","Camden County","North Carolina","61.8","2.6",121,59.2,36081
