"","county_fips","DEMOCRAT","REPUBLICAN","LIBERTARIAN","total_votes","Perc_Dem","Perc_Rep","Perc_Lib"
"676",18041,1274,4720,166,6160,20.6818181818182,76.6233766233766,2.69480519480519
"677",18043,10313,15948,622,26883,38.3625339433843,59.3237361901573,2.31372986645836
"678",18045,945,3891,145,4981,18.9720939570367,78.1168440072275,2.9110620357358
"679",18047,1236,5923,208,7367,16.7775213791231,80.3990769648432,2.82340165603366
"680",18049,1162,4224,128,5514,21.0736307580704,76.6050054406964,2.32136380123322
"681",18051,2205,7612,163,9980,22.0941883767535,76.2725450901804,1.63326653306613
"682",18053,3927,11383,497,15807,24.8434237995825,72.0123995698109,3.14417663060669
"683",18055,2098,7033,315,9446,22.210459453737,74.4547956807114,3.33474486555156
"684",18057,52873,70412,5784,129069,40.9649102418086,54.5537658151841,4.48132394300723
"685",18059,6685,15455,1791,23931,27.9344782917555,64.5815051606703,7.48401654757428
"686",18061,3315,10150,363,13828,23.9730980619034,73.4017934625398,2.62510847555684
"687",18063,16404,28965,3175,48544,33.7920237310481,59.667518127884,6.5404581410679
"688",18065,3338,9388,761,13487,24.7497590272114,69.6077704456143,5.64247052717432
"689",18067,7289,16738,819,24846,29.3367141592208,67.3669806004991,3.29630524028013
"690",18069,2508,8465,328,11301,22.1927263074064,74.904875674719,2.90239801787452
"691",18071,2219,8612,401,11232,19.7560541310541,76.6737891737892,3.5701566951567
"692",18073,1982,7050,201,9233,21.4664789342576,76.3565471677678,2.17697389797466
"693",18075,1182,4084,143,5409,21.8524681087077,75.5037899796635,2.64374191162877
"694",18077,3059,6503,240,9802,31.2079167516833,66.3436033462559,2.4484799020608
"695",18079,1532,5992,417,7941,19.2922805691978,75.4564916257398,5.25122780506234
"696",18081,13080,29129,2637,44846,29.1664808455604,64.9533960665388,5.88012308790082
"697",18083,2369,7468,277,10114,23.4229780502274,73.8382440181926,2.73877793157999
"698",18085,3927,17808,885,22620,17.3607427055703,78.7267904509284,3.91246684350133
"699",18087,1229,5223,141,6593,18.6409828606097,79.2203852570909,2.13863188229941
"700",18089,73866,57426,2308,133600,55.2889221556886,42.9835329341317,1.72754491017964
"701",18091,13920,17279,763,31962,43.5517176647269,54.0610725236218,2.38720981165134
"702",18093,2622,9700,448,12770,20.5324980422866,75.9592795614722,3.50822239624119
"703",18095,12470,21536,1811,35817,34.8158695591479,60.1278722394394,5.05625820141274
"704",18097,136473,78138,8963,223574,61.0415343465698,34.9495021782497,4.00896347518048
"705",18099,2979,9471,318,12768,23.3317669172932,74.1776315789474,2.4906015037594
"706",18101,666,2691,138,3495,19.0557939914163,76.9957081545064,3.94849785407725
