ID,Name,State,avg_temp,anomaly_1901-2000,Rank,Mean_1901-2000,fips,
TN-005,Benton County,Tennessee,59.9,1.5,121,58.4,46067,
TN-007,Bledsoe County,Tennessee,58.1,1.8,121,56.3,46069,
TN-009,Blount County,Tennessee,58.9,1.5,120,57.4,46071,
TN-011,Bradley County,Tennessee,60.6,1.7,121,58.9,46073,
TN-013,Campbell County,Tennessee,56.3,1.2,116,55.1,46075,
TN-015,Cannon County,Tennessee,59.1,1.6,120,57.5,46077,
TN-017,Carroll County,Tennessee,59.8,1.3,120,58.5,46079,
TN-019,Carter County,Tennessee,54.7,1.9,120,52.8,46081,
TN-021,Cheatham County,Tennessee,59.9,1.9,121,57.9,46083,
TN-023,Chester County,Tennessee,60.5,1.4,120,59.1,46085,
TN-025,Claiborne County,Tennessee,55.9,0.5,87,55.4,46087,
TN-027,Clay County,Tennessee,58.7,1.6,118,57.1,46089,
TN-029,Cocke County,Tennessee,58.4,1.8,121,56.7,46091,
TN-031,Coffee County,Tennessee,58.8,1.4,120,57.4,46093,
TN-033,Crockett County,Tennessee,60.4,1.4,118,59,46095,
TN-035,Cumberland County,Tennessee,56.2,1.5,120,54.7,46097,
TN-037,Davidson County,Tennessee,60.2,1.9,120,58.4,46099,
TN-039,Decatur County,Tennessee,60.6,1.5,120,59.1,46101,
TN-041,DeKalb County,Tennessee,59.2,1.6,121,57.6,46102,
TN-043,Dickson County,Tennessee,59.2,1.8,120,57.4,46103,
TN-045,Dyer County,Tennessee,60.2,1.2,119,59,46105,
TN-047,Fayette County,Tennessee,61.3,1.3,117,60.1,46107,
TN-049,Fentress County,Tennessee,57,2.4,123,54.5,46109,
TN-051,Franklin County,Tennessee,59.5,1.5,120,57.9,46111,
TN-053,Gibson County,Tennessee,59.8,1.2,115,58.7,46113,
TN-055,Giles County,Tennessee,59.5,1,119,58.4,46115,
TN-057,Grainger County,Tennessee,57.8,1.2,121,56.6,46117,
TN-059,Greene County,Tennessee,58.2,1.5,122,56.7,46119,
TN-061,Grundy County,Tennessee,57.3,1.6,120,55.7,46121,
TN-063,Hamblen County,Tennessee,58.7,1.5,121,57.2,46123,
TN-065,Hamilton County,Tennessee,60.5,1.8,121,58.7,46125,
TN-067,Hancock County,Tennessee,56.7,1,114,55.7,46127,
TN-069,Hardeman County,Tennessee,60.9,1.4,120,59.5,46129,
TN-071,Hardin County,Tennessee,60.7,1.2,119,59.5,46135,
TN-073,Hawkins County,Tennessee,58,1.5,122,56.5,46137,
TN-075,Haywood County,Tennessee,60.9,1.5,118,59.4,47001,
TN-077,Henderson County,Tennessee,60.2,1.5,120,58.8,47003,
TN-079,Henry County,Tennessee,59.3,1.1,118,58.2,47005,
TN-081,Hickman County,Tennessee,59.4,1.6,120,57.9,47007,
TN-083,Houston County,Tennessee,59.4,1.6,121,57.8,47009,
TN-085,Humphreys County,Tennessee,59.6,1.6,121,58,47011,
TN-087,Jackson County,Tennessee,59,1.4,117,57.6,47013,
TN-089,Jefferson County,Tennessee,59.4,1.8,121,57.5,47015,
TN-091,Johnson County,Tennessee,53.3,2,123,51.3,47017,
TN-093,Knox County,Tennessee,59.5,1.6,121,57.8,47019,
TN-095,Lake County,Tennessee,59.6,0.8,108,58.8,47021,
TN-097,Lauderdale County,Tennessee,60.9,1.2,118,59.7,47023,
TN-099,Lawrence County,Tennessee,59.7,1.6,122,58.1,47025,
TN-101,Lewis County,Tennessee,59.4,1.7,121,57.7,47027,
TN-103,Lincoln County,Tennessee,59.9,1,118,58.9,47029,
TN-105,Loudon County,Tennessee,59.9,1.6,121,58.3,47031,
TN-107,McMinn County,Tennessee,60.3,1.9,122,58.4,47033,
TN-109,McNairy County,Tennessee,60.6,1.1,116,59.5,47035,
TN-111,Macon County,Tennessee,58.3,1.2,113,57.1,47037,
TN-113,Madison County,Tennessee,60.5,1.5,119,59,47039,
TN-115,Marion County,Tennessee,59.3,1.6,120,57.7,47041,
TN-117,Marshall County,Tennessee,59.8,1.5,121,58.3,47043,
TN-119,Maury County,Tennessee,59.6,1.6,121,58,47045,
TN-121,Meigs County,Tennessee,60.2,1.9,122,58.3,47047,
TN-123,Monroe County,Tennessee,59,1.5,122,57.4,47049,
TN-125,Montgomery County,Tennessee,59.7,2,120,57.7,47051,
TN-127,Moore County,Tennessee,59.6,1.3,120,58.3,47053,
TN-129,Morgan County,Tennessee,57.3,2,121,55.3,47055,
TN-131,Obion County,Tennessee,59,0.6,103,58.4,47057,
TN-133,Overton County,Tennessee,58.1,1.9,122,56.1,47059,
TN-135,Perry County,Tennessee,60.2,1.6,120,58.5,47061,
TN-137,Pickett County,Tennessee,58.3,2.4,123,55.9,47063,
TN-139,Polk County,Tennessee,59.4,1.4,121,58.1,47065,
TN-141,Putnam County,Tennessee,58.2,1.6,120,56.5,47067,
TN-143,Rhea County,Tennessee,59.2,1.8,121,57.4,47069,
TN-145,Roane County,Tennessee,59.6,1.8,122,57.8,47071,
TN-147,Robertson County,Tennessee,59.1,1.6,120,57.5,47073,
TN-149,Rutherford County,Tennessee,60,1.6,120,58.4,47075,
TN-151,Scott County,Tennessee,56.4,1.9,123,54.5,47077,
TN-153,Sequatchie County,Tennessee,58.2,1.8,120,56.5,47079,
TN-155,Sevier County,Tennessee,57.2,1.5,122,55.7,47081,
TN-157,Shelby County,Tennessee,62.1,1,112,61.1,47083,
TN-159,Smith County,Tennessee,59.2,1.1,114,58.1,47085,
TN-161,Stewart County,Tennessee,59.3,1.5,119,57.9,47087,
TN-163,Sullivan County,Tennessee,57.4,2,122,55.4,47089,
TN-165,Sumner County,Tennessee,59.1,1.4,119,57.6,47091,
TN-167,Tipton County,Tennessee,61.3,1,113,60.3,47093,
TN-169,Trousdale County,Tennessee,59.2,1.3,116,58,47095,
TN-171,Unicoi County,Tennessee,54.3,1.3,120,53,47097,
TN-173,Union County,Tennessee,57.5,1.1,113,56.4,47099,
TN-175,Van Buren County,Tennessee,57.8,1.8,121,56,47101,
TN-177,Warren County,Tennessee,58.8,1.7,121,57.1,47103,
TN-179,Washington County,Tennessee,57.6,1.6,120,56.1,47105,
TN-181,Wayne County,Tennessee,60.1,1.7,121,58.4,47107,
TN-183,Weakley County,Tennessee,59.2,0.8,108,58.4,47109,
TN-185,White County,Tennessee,58.3,1.6,121,56.6,47111,
TN-187,Williamson County,Tennessee,59.7,1.7,122,57.9,47113,
TN-189,Wilson County,Tennessee,59.6,1.4,119,58.2,47115,
TX-001,Anderson County,Texas,66.3,0.9,104,65.4,47117,
TX-003,Andrews County,Texas,63.8,1.9,119,61.9,47119,
TX-005,Angelina County,Texas,67.2,1.1,113,66.1,47121,
TX-007,Aransas County,Texas,72.5,2.2,120,70.3,47123,
TX-009,Archer County,Texas,64.3,0.8,103,63.4,47125,
TX-011,Armstrong County,Texas,60,2.1,118,57.9,47127,
TX-013,Atascosa County,Texas,71,1.2,116,69.8,47129,
TX-015,Austin County,Texas,69.8,1.8,117,67.9,47131,
TX-017,Bailey County,Texas,58.6,1.6,105,57,47133,
TX-019,Bandera County,Texas,67.7,1.6,120,66.1,47135,
TX-021,Bastrop County,Texas,69.2,1.8,120,67.4,47137,
TX-023,Baylor County,Texas,64.5,1.1,106,63.3,47139,
TX-025,Bee County,Texas,71.6,1.3,106,70.3,47141,
TX-027,Bell County,Texas,67.4,1.7,115,65.7,47143,
TX-029,Bexar County,Texas,69.8,1.3,117,68.5,47145,
TX-031,Blanco County,Texas,67.2,1.1,113,66.1,47147,
TX-033,Borden County,Texas,63.7,0.8,92,62.8,47149,
TX-035,Bosque County,Texas,66.3,0.9,104,65.3,47151,
TX-037,Bowie County,Texas,64.3,1.2,116,63.1,47153,
TX-039,Brazoria County,Texas,71.3,2.4,121,68.9,47155,
TX-041,Brazos County,Texas,68.3,1.3,117,67,47157,
TX-043,Brewster County,Texas,66.8,2.3,123,64.5,47159,
TX-045,Briscoe County,Texas,61,1.8,114,59.3,47161,
TX-047,Brooks County,Texas,74.6,2.4,122,72.2,47163,
TX-049,Brown County,Texas,65.7,1.3,115,64.4,47165,
TX-051,Burleson County,Texas,68.5,1.5,115,67,47167,
TX-053,Burnet County,Texas,67.1,1.1,113,66,47169,
TX-055,Caldwell County,Texas,69.6,1.8,120,67.8,47171,
TX-057,Calhoun County,Texas,72,2.4,121,69.7,47173,
TX-059,Callahan County,Texas,64.4,0.7,99,63.6,47175,
TX-061,Cameron County,Texas,75.5,1.9,121,73.6,47177,
TX-063,Camp County,Texas,64.8,1,104,63.9,47179,
TX-065,Carson County,Texas,59,2.2,118,56.8,47181,
TX-067,Cass County,Texas,64.6,0.6,94,64,47183,
TX-069,Castro County,Texas,58.1,1.5,113,56.6,47185,
TX-071,Chambers County,Texas,70.2,2,120,68.2,47187,
TX-073,Cherokee County,Texas,66.3,0.9,104,65.4,47189,
TX-075,Childress County,Texas,62.8,1.5,115,61.3,48001,
TX-077,Clay County,Texas,63.9,0.6,88,63.3,48003,
TX-079,Cochran County,Texas,59.5,1.6,105,57.9,48005,
TX-081,Coke County,Texas,65.2,1.4,112,63.9,48007,
TX-083,Coleman County,Texas,65.6,1.4,114,64.1,48009,
TX-085,Collin County,Texas,65.2,1.4,118,63.8,48011,
TX-087,Collingsworth County,Texas,61,1.3,111,59.7,48013,
TX-089,Colorado County,Texas,70.5,2.3,121,68.2,48015,
TX-091,Comal County,Texas,68.6,1.3,115,67.3,48017,
TX-093,Comanche County,Texas,65.6,1.3,115,64.3,48019,
TX-095,Concho County,Texas,65.7,1.5,117,64.2,48021,
TX-097,Cooke County,Texas,63.9,0.5,90,63.4,48023,
TX-099,Coryell County,Texas,66.6,1.2,113,65.4,48025,
TX-101,Cottle County,Texas,63.3,1.2,110,62.1,48027,
TX-103,Crane County,Texas,67.1,2.4,121,64.7,48029,
TX-105,Crockett County,Texas,66.3,1.6,121,64.7,48031,
TX-107,Crosby County,Texas,61.5,1.4,109,60.2,48033,
TX-109,Culberson County,Texas,63.6,2.6,123,61,48035,
TX-111,Dallam County,Texas,55.8,1.3,114,54.5,48037,
TX-113,Dallas County,Texas,66.5,1.2,112,65.3,48039,
TX-115,Dawson County,Texas,62.7,0.9,93,61.8,48041,
TX-117,Deaf Smith County,Texas,57.7,2,120,55.7,48043,
TX-119,Delta County,Texas,64.6,1.2,117,63.4,48045,
TX-121,Denton County,Texas,65.4,1,106,64.5,48047,
TX-123,DeWitt County,Texas,71.1,2,121,69.1,48049,
TX-125,Dickens County,Texas,62.8,1.1,107,61.7,48051,
TX-127,Dimmit County,Texas,72.4,1.7,120,70.7,48053,
TX-129,Donley County,Texas,60.3,1.6,114,58.7,48055,
TX-131,Duval County,Texas,73,1.9,118,71.1,48057,
TX-133,Eastland County,Texas,64.5,0.8,99,63.7,48059,
TX-135,Ector County,Texas,65.3,2.3,119,63,48061,
TX-137,Edwards County,Texas,66.7,1.6,122,65.1,48063,
TX-139,Ellis County,Texas,66.4,0.6,92,65.8,48065,
TX-141,El Paso County,Texas,65.6,3.3,124,62.2,48067,
TX-143,Erath County,Texas,65.6,1.4,121,64.2,48069,
TX-145,Falls County,Texas,67.1,1.4,111,65.8,48071,
TX-147,Fannin County,Texas,64.3,1.3,118,63,48073,
TX-149,Fayette County,Texas,69.7,1.8,121,67.9,48075,
TX-151,Fisher County,Texas,64.8,1.7,115,63.1,48077,
TX-153,Floyd County,Texas,60.1,1.3,106,58.8,48079,
TX-155,Foard County,Texas,63.8,1.1,111,62.7,48081,
TX-157,Fort Bend County,Texas,71.1,2.5,121,68.6,48083,
TX-159,Franklin County,Texas,64.7,1.1,113,63.6,48085,
TX-161,Freestone County,Texas,66.5,0.7,100,65.7,48087,
TX-163,Frio County,Texas,71.3,1.6,116,69.7,48089,
TX-165,Gaines County,Texas,62.2,1.4,116,60.8,48091,
TX-167,Galveston County,Texas,71.4,2.5,121,68.9,48093,
TX-169,Garza County,Texas,63.3,1.1,102,62.2,48095,
TX-171,Gillespie County,Texas,65.9,1.1,112,64.9,48097,
TX-173,Glasscock County,Texas,64.8,1.7,117,63.1,48099,
TX-175,Goliad County,Texas,71.5,1.7,120,69.8,48101,
TX-177,Gonzales County,Texas,70.3,1.6,121,68.6,48103,
TX-179,Gray County,Texas,59.2,1.9,118,57.3,48105,
TX-181,Grayson County,Texas,64.2,0.8,109,63.3,48107,
TX-183,Gregg County,Texas,65.4,0.4,75,65,48109,
TX-185,Grimes County,Texas,68.4,1.4,116,67.1,48111,
TX-187,Guadalupe County,Texas,69.7,1.4,119,68.3,48113,
TX-189,Hale County,Texas,59.7,1.6,113,58.1,48115,
TX-191,Hall County,Texas,62.3,1.5,111,60.8,48117,
TX-193,Hamilton County,Texas,65.8,1.1,114,64.7,48119,
TX-195,Hansford County,Texas,58.2,1.4,117,56.8,48121,
TX-197,Hardeman County,Texas,63.3,1.3,113,62,48123,
TX-199,Hardin County,Texas,68.4,1.5,119,66.9,48125,
TX-201,Harris County,Texas,70.6,2.2,121,68.4,48127,
TX-203,Harrison County,Texas,65.4,0.3,70,65.1,48129,
TX-205,Hartley County,Texas,56.9,1.5,116,55.3,48131,
TX-207,Haskell County,Texas,64.4,0.9,98,63.6,48133,
TX-209,Hays County,Texas,68.2,1.3,113,66.8,48135,
TX-211,Hemphill County,Texas,59,1.3,113,57.7,48137,
TX-213,Henderson County,Texas,65.7,0.7,97,65,48139,
TX-215,Hidalgo County,Texas,75.4,1.6,120,73.8,48141,
TX-217,Hill County,Texas,66.4,0.6,91,65.8,48143,
TX-219,Hockley County,Texas,60.3,1.6,105,58.8,48145,
TX-221,Hood County,Texas,65.9,0.8,105,65,48147,
TX-223,Hopkins County,Texas,64.8,1.3,114,63.5,48149,
TX-225,Houston County,Texas,66.7,0.5,89,66.2,48151,
TX-227,Howard County,Texas,64.4,1,101,63.4,48153,
TX-229,Hudspeth County,Texas,63.3,2.8,124,60.5,48155,
TX-231,Hunt County,Texas,65,1.5,117,63.5,48157,
TX-233,Hutchinson County,Texas,59.8,2,118,57.8,48159,
TX-235,Irion County,Texas,65.5,1.7,120,63.8,48161,
TX-237,Jack County,Texas,64.1,0.7,91,63.4,48163,
TX-239,Jackson County,Texas,71.4,2.4,121,69,48165,
TX-241,Jasper County,Texas,67.5,1.4,120,66.1,48167,
TX-243,Jeff Davis County,Texas,62.8,2.7,124,60.1,48169,
TX-245,Jefferson County,Texas,69.7,1.8,120,67.9,48171,
TX-247,Jim Hogg County,Texas,74.3,2.2,120,72.1,48173,
TX-249,Jim Wells County,Texas,73.4,2.1,121,71.3,48175,
TX-251,Johnson County,Texas,65.9,0.7,92,65.3,48177,
TX-253,Jones County,Texas,64.6,0.8,97,63.8,48179,
TX-255,Karnes County,Texas,70.8,1.3,120,69.5,48181,
TX-257,Kaufman County,Texas,65.7,0.7,95,65.1,48183,
TX-259,Kendall County,Texas,67.2,1.2,116,66,48185,
TX-261,Kenedy County,Texas,74.6,2.4,122,72.2,48187,
TX-263,Kent County,Texas,64.3,1.4,113,62.8,48189,
TX-265,Kerr County,Texas,65.9,1.3,118,64.5,48191,
TX-267,Kimble County,Texas,65.9,1.8,121,64.1,48193,
TX-269,King County,Texas,64.1,1.4,114,62.8,48195,
TX-271,Kinney County,Texas,70.1,1.4,123,68.7,48197,
TX-273,Kleberg County,Texas,74.3,2.9,122,71.4,48199,
TX-275,Knox County,Texas,64.4,1.1,111,63.3,48201,
TX-277,Lamar County,Texas,63.9,1,114,62.9,48203,
TX-279,Lamb County,Texas,59.1,1.4,109,57.6,48205,
TX-281,Lampasas County,Texas,66.4,1.1,112,65.4,48207,
TX-283,La Salle County,Texas,72.2,1.3,114,70.8,48209,
TX-285,Lavaca County,Texas,70.9,2.5,121,68.4,48211,
TX-287,Lee County,Texas,68.7,1.7,117,67,48213,
TX-289,Leon County,Texas,66.5,0.4,80,66.1,48215,
TX-291,Liberty County,Texas,69.4,1.7,119,67.7,48217,
TX-293,Limestone County,Texas,66.5,0.8,96,65.7,48219,
TX-295,Lipscomb County,Texas,58.1,1.1,109,56.9,48221,
TX-297,Live Oak County,Texas,71.8,1.3,107,70.6,48223,
TX-299,Llano County,Texas,67.4,1.5,117,65.9,48225,
TX-301,Loving County,Texas,66,2.5,119,63.5,48227,
TX-303,Lubbock County,Texas,61.2,2,114,59.2,48229,
TX-305,Lynn County,Texas,62,1.3,105,60.7,48231,
TX-307,McCulloch County,Texas,66.1,1.6,117,64.5,48233,
TX-309,McLennan County,Texas,66.9,1.2,109,65.7,48235,
TX-311,McMullen County,Texas,71.9,1.2,111,70.7,48237,
TX-313,Madison County,Texas,67.3,0.7,98,66.6,48239,
TX-315,Marion County,Texas,65.1,0.3,77,64.8,48241,
TX-317,Martin County,Texas,64.3,1.5,114,62.8,48243,
TX-319,Mason County,Texas,66.4,1.4,117,65,48245,
TX-321,Matagorda County,Texas,71.2,2.2,120,69,48247,
TX-323,Maverick County,Texas,72,1.5,123,70.4,48249,
TX-325,Medina County,Texas,70.1,1.8,118,68.3,48251,
TX-327,Menard County,Texas,65.4,1.8,119,63.6,48253,
TX-329,Midland County,Texas,65.6,2.3,121,63.3,48255,
TX-331,Milam County,Texas,67.9,1.7,117,66.2,48257,
TX-333,Mills County,Texas,65.8,1.2,113,64.7,48259,
TX-335,Mitchell County,Texas,65.1,1.6,118,63.5,48261,
TX-337,Montague County,Texas,63.8,0.7,94,63.1,48263,
TX-339,Montgomery County,Texas,69.4,1.9,120,67.5,48265,
TX-341,Moore County,Texas,58.5,1.9,118,56.6,48267,
TX-343,Morris County,Texas,64.6,0.8,101,63.8,48269,
TX-345,Motley County,Texas,62.3,1.1,108,61.2,48271,
TX-347,Nacogdoches County,Texas,66.5,0.9,108,65.6,48273,
TX-349,Navarro County,Texas,66.5,0.7,100,65.7,48275,
TX-351,Newton County,Texas,67.6,1.5,120,66.1,48277,
TX-353,Nolan County,Texas,64.4,1.7,115,62.7,48279,
TX-355,Nueces County,Texas,73.6,2.4,121,71.2,48281,
TX-357,Ochiltree County,Texas,58.3,1.4,117,56.9,48283,
TX-359,Oldham County,Texas,58.1,1.5,115,56.5,48285,
TX-361,Orange County,Texas,69.1,1.7,120,67.4,48287,
TX-363,Palo Pinto County,Texas,65.1,0.9,101,64.2,48289,
TX-365,Panola County,Texas,65.9,0.5,92,65.4,48291,
TX-367,Parker County,Texas,65.2,0.7,98,64.5,48293,
TX-369,Parmer County,Texas,58.1,2.1,120,56,48295,
TX-371,Pecos County,Texas,66,2.2,122,63.8,48297,
TX-373,Polk County,Texas,67.6,1,106,66.7,48299,
TX-375,Potter County,Texas,59.1,2.1,116,57,48301,
TX-377,Presidio County,Texas,66.1,2.6,124,63.5,48303,
TX-379,Rains County,Texas,65.1,1.2,113,63.8,48305,
TX-381,Randall County,Texas,58.5,2,116,56.5,48307,
TX-383,Reagan County,Texas,65.6,2,121,63.5,48309,
TX-385,Real County,Texas,66.9,1.5,121,65.4,48311,
TX-387,Red River County,Texas,64.1,1.3,120,62.7,48313,
TX-389,Reeves County,Texas,66.3,2.7,123,63.7,48315,
TX-391,Refugio County,Texas,72,1.8,118,70.2,48317,
TX-393,Roberts County,Texas,59.4,1.8,118,57.6,48319,
TX-395,Robertson County,Texas,67.3,1,109,66.2,48321,
TX-397,Rockwall County,Texas,65.6,1.3,117,64.3,48323,
TX-399,Runnels County,Texas,65,0.9,93,64.1,48325,
TX-401,Rusk County,Texas,65.8,0.5,89,65.3,48327,
TX-403,Sabine County,Texas,67,1.6,121,65.4,48329,
TX-405,San Augustine County,Texas,66.9,1.3,121,65.6,48331,
TX-407,San Jacinto County,Texas,68.2,1.1,107,67.1,48333,
TX-409,San Patricio County,Texas,72.6,1.7,120,70.8,48335,
TX-411,San Saba County,Texas,66.6,1.5,116,65.1,48337,
TX-413,Schleicher County,Texas,65.2,1.6,121,63.6,48339,
TX-415,Scurry County,Texas,64.2,1.5,112,62.7,48341,
TX-417,Shackelford County,Texas,64.7,0.7,96,63.9,48343,
TX-419,Shelby County,Texas,66,0.7,104,65.3,48345,
TX-421,Sherman County,Texas,57.5,1.5,113,56,48347,
TX-423,Smith County,Texas,65.5,0.8,107,64.6,48349,
TX-425,Somervell County,Texas,66.1,0.8,104,65.2,48351,
TX-427,Starr County,Texas,75.3,1.9,120,73.4,48353,
TX-429,Stephens County,Texas,64.5,0.6,91,63.8,48355,
TX-431,Sterling County,Texas,65,1.6,120,63.4,48357,
TX-433,Stonewall County,Texas,64.5,1.2,109,63.3,48359,
TX-435,Sutton County,Texas,65.9,1.8,121,64.1,48361,
TX-437,Swisher County,Texas,58.9,1.5,113,57.4,48363,
TX-439,Tarrant County,Texas,66.1,0.9,95,65.3,48365,
TX-441,Taylor County,Texas,64.3,0.8,98,63.5,48367,
TX-443,Terrell County,Texas,67.6,1.5,120,66,48369,
TX-445,Terry County,Texas,61.3,1.3,104,60.1,48371,
TX-447,Throckmorton County,Texas,64.5,0.9,101,63.6,48373,
TX-449,Titus County,Texas,64.7,1.3,116,63.4,48375,
TX-451,Tom Green County,Texas,65.7,1.3,114,64.3,48377,
TX-453,Travis County,Texas,68.5,1.4,117,67,48379,
TX-455,Trinity County,Texas,67.1,0.7,93,66.5,48381,
TX-457,Tyler County,Texas,67.3,1.1,115,66.2,48383,
TX-459,Upshur County,Texas,64.9,0.6,89,64.4,48385,
TX-461,Upton County,Texas,66.4,2.1,120,64.3,48387,
TX-463,Uvalde County,Texas,69.9,1.6,121,68.4,48389,
TX-465,Val Verde County,Texas,68.8,1.4,119,67.5,48391,
TX-467,Van Zandt County,Texas,65.2,0.8,101,64.4,48393,
TX-469,Victoria County,Texas,71.6,2.2,121,69.4,48395,
TX-471,Walker County,Texas,67.8,0.8,104,67,48397,
TX-473,Waller County,Texas,69.8,2,120,67.8,48399,
TX-475,Ward County,Texas,66.9,2.6,119,64.3,48401,
TX-477,Washington County,Texas,69,1.5,117,67.4,48403,
TX-479,Webb County,Texas,73.1,1.5,114,71.6,48405,
TX-481,Wharton County,Texas,71,2.3,120,68.7,48407,
TX-483,Wheeler County,Texas,59.9,1.5,117,58.4,48409,
TX-485,Wichita County,Texas,63.8,0.8,104,62.9,48411,
TX-487,Wilbarger County,Texas,63.8,1.1,107,62.7,48413,
TX-489,Willacy County,Texas,74.9,1.8,121,73.1,48415,
TX-491,Williamson County,Texas,67.9,1.5,117,66.3,48417,
TX-493,Wilson County,Texas,70.2,1.1,115,69.1,48419,
TX-495,Winkler County,Texas,65.7,2.4,120,63.2,48421,
TX-497,Wise County,Texas,64.7,0.8,95,63.9,48423,
TX-499,Wood County,Texas,65.1,1.1,112,63.9,48425,
TX-501,Yoakum County,Texas,60.6,1.6,110,59,48427,
TX-503,Young County,Texas,64.3,0.8,92,63.5,48429,
TX-505,Zapata County,Texas,74.9,2,118,73,48431,
TX-507,Zavala County,Texas,71.7,1.6,121,70.1,48433,
UT-001,Beaver County,Utah,50.3,2.5,123,47.8,48435,
UT-003,Box Elder County,Utah,49.1,2.1,122,47,48437,
UT-005,Cache County,Utah,44.7,2.2,120,42.5,48439,
UT-007,Carbon County,Utah,46,2.7,122,43.3,48441,
UT-009,Daggett County,Utah,42.2,1.8,113,40.4,48443,
UT-011,Davis County,Utah,50.8,2.9,122,47.9,48445,
UT-013,Duchesne County,Utah,43.2,3.1,123,40.2,48447,
UT-015,Emery County,Utah,51.6,2.6,122,49,48449,
UT-017,Garfield County,Utah,50,2.7,123,47.3,48451,
UT-019,Grand County,Utah,52.6,3.4,124,49.3,48453,
UT-021,Iron County,Utah,50.2,2.6,123,47.6,48455,
UT-023,Juab County,Utah,51.2,2,123,49.1,48457,
UT-025,Kane County,Utah,53.9,2.6,125,51.2,48459,
UT-027,Millard County,Utah,52,2.2,123,49.8,48461,
UT-029,Morgan County,Utah,45.4,2.9,122,42.5,48463,
UT-031,Piute County,Utah,45.2,2.7,123,42.4,48465,
UT-033,Rich County,Utah,41.4,2,121,39.3,48467,
UT-035,Salt Lake County,Utah,50.6,3,120,47.6,48469,
UT-037,San Juan County,Utah,54.1,2.5,123,51.6,48471,
UT-039,Sanpete County,Utah,45.5,2.4,123,43.1,48473,
UT-041,Sevier County,Utah,46.1,2.2,122,43.9,48475,
UT-043,Summit County,Utah,40,2.3,122,37.7,48477,
UT-045,Tooele County,Utah,51.7,1.9,122,49.8,48479,
UT-047,Uintah County,Utah,47.3,3.1,123,44.2,48481,
UT-049,Utah County,Utah,48.1,2.4,122,45.7,48483,
UT-051,Wasatch County,Utah,42.4,2.5,122,40,48485,
UT-053,Washington County,Utah,57.1,2.2,123,54.8,48487,
UT-055,Wayne County,Utah,52.2,2.7,120,49.5,48489,
UT-057,Weber County,Utah,47.5,2.8,122,44.6,48491,
VT-001,Addison County,Vermont,44.4,1.8,108,42.6,48493,
VT-003,Bennington County,Vermont,44.2,2.7,121,41.5,48495,
VT-005,Caledonia County,Vermont,41.5,1.4,103,40.1,48497,
VT-007,Chittenden County,Vermont,45.3,2.7,117,42.6,48499,
VT-009,Essex County,Vermont,40.9,1.8,108,39.1,48501,
VT-011,Franklin County,Vermont,44.4,2.5,117,41.9,48503,
VT-013,Grand Isle County,Vermont,45.9,2.1,114,43.7,48505,
VT-015,Lamoille County,Vermont,42.3,2.3,116,40,48507,
VT-017,Orange County,Vermont,43.4,2.2,117,41.2,49001,
VT-019,Orleans County,Vermont,41.7,2,113,39.7,49003,
VT-021,Rutland County,Vermont,43.9,2,111,42,49005,
VT-023,Washington County,Vermont,42.4,1.9,111,40.5,49007,
VT-025,Windham County,Vermont,45.1,2.5,119,42.6,49009,
VT-027,Windsor County,Vermont,44.3,2.4,117,41.9,49011,
VA-001,Accomack County,Virginia,59.5,2.9,121,56.6,49013,
VA-003,Albemarle County,Virginia,57.3,2.7,121,54.6,49015,
VA-005,Alleghany County,Virginia,53.7,1.4,120,52.3,49017,
VA-007,Amelia County,Virginia,59,2.2,121,56.7,49019,
VA-009,Amherst County,Virginia,56.5,2.1,121,54.4,49021,
VA-011,Appomattox County,Virginia,57.6,2.3,121,55.3,49023,
VA-013,Arlington County,Virginia,57.7,2.8,121,54.9,49025,
VA-015,Augusta County,Virginia,54,2.1,121,51.8,49027,
VA-017,Bath County,Virginia,53,1.8,122,51.2,49029,
VA-019,Bedford County,Virginia,57.3,2,121,55.3,49031,
VA-021,Bland County,Virginia,52.3,1.5,120,50.8,49033,
VA-023,Botetourt County,Virginia,55.6,1.2,121,54.4,49035,
VA-025,Brunswick County,Virginia,59.9,2.5,121,57.4,49037,
VA-027,Buchanan County,Virginia,55.2,1.7,122,53.5,49039,
VA-029,Buckingham County,Virginia,58.1,2.4,121,55.7,49041,
VA-031,Campbell County,Virginia,57.8,2.5,121,55.3,49043,
VA-033,Caroline County,Virginia,58.2,2.3,121,55.9,49045,
VA-035,Carroll County,Virginia,53.7,2.1,120,51.7,49047,
VA-036,Charles City County,Virginia,60.5,2,121,58.5,49049,
VA-037,Charlotte County,Virginia,58.3,2.3,121,56,49051,
VA-041,Chesterfield County,Virginia,59.3,1.9,122,57.4,49053,
VA-043,Clarke County,Virginia,55,2.4,121,52.6,49055,
VA-045,Craig County,Virginia,53.7,1.4,121,52.3,49057,
VA-047,Culpeper County,Virginia,56.9,2.7,121,54.2,50001,
VA-049,Cumberland County,Virginia,58.5,2.3,121,56.2,50003,
VA-051,Dickenson County,Virginia,55,1.5,121,53.5,50005,
VA-053,Dinwiddie County,Virginia,59.7,2.3,121,57.5,50007,
VA-057,Essex County,Virginia,58.7,2,121,56.7,50009,
VA-059,Fairfax County,Virginia,57.4,2.9,121,54.5,50011,
VA-061,Fauquier County,Virginia,56.2,2.8,121,53.4,50013,
VA-063,Floyd County,Virginia,52.9,1.9,121,51,50015,
VA-065,Fluvanna County,Virginia,58.1,2.5,121,55.6,50017,
